# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun  7 22:34:14 2015
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
#
rowid,kepoi_name,kepler_name,koi_period,koi_prad,koi_teq,koi_insol
7627,K06431.01,,22.271199600000,46.76000,515.0,
7628,K06432.01,,73.894158143000,39.47340,392.6,
7629,K06433.01,,1.124037196980,81.77440,2559.0,
7630,K06434.01,,2.796670424100,13.42000,1661.0,
7631,K06435.01,,7.644357196500,39.22960,641.2,
7632,K06436.01,,1.835937228200,29.35400,1501.0,
7633,K06437.01,,1.154899522000,3.07000,1096.2,
7634,K06438.01,,0.962870319000,2.61700,2343.0,
7635,K06439.01,,63.680651377300,53.60950,485.9,
7636,K06441.01,,9.455588710960,173.92800,1972.0,
7637,K06442.01,,1.246578940490,56.79510,1768.0,
7638,K06443.01,,0.898891870000,0.47000,1891.0,
7639,K06444.01,,3.454259310000,0.84900,741.8,
7640,K06445.01,,7.304446551100,45.17800,931.0,
7641,K06446.01,,1.181052840500,17.48930,1389.0,
7642,K06447.01,,1.120928900000,1.00800,2465.0,
7643,K06447.02,,91.647842000000,3.07000,568.0,
7644,K06448.01,,1.874967303700,148.20400,3446.0,
7645,K06449.01,,29.931370400000,1.54000,517.3,
7646,K06450.01,,0.602242760000,0.77700,2697.0,
7647,K06451.01,,2.404321300000,0.47000,1323.0,
7648,K06452.01,,21.926585200000,1.25000,618.0,
7649,K06453.01,,25.705414235800,49.76000,582.7,
7650,K06454.01,,27.217679800000,1.43000,667.0,
7651,K06455.01,,501.927210000000,1.79000,254.5,
7652,K06456.01,,4.426343500300,79.59000,1316.0,
7653,K06457.01,,0.957822956180,89.41000,2360.0,
7654,K06458.01,,5.024769224300,22.12280,1159.0,
7655,K06459.01,,30.960433439000,41.23690,500.4,
7656,K06460.01,,1.235131651590,16.07310,2482.9,
7657,K06461.01,,1.235158630000,0.88900,1826.0,
7658,K06462.01,,1.235166160000,0.97300,1743.0,
7659,K06463.01,,0.890352648000,23.10000,5716.0,
7660,K06464.01,,20.000243709000,19.41000,742.0,
7661,K06464.02,,225.662803000000,2.38000,330.7,
7662,K06464.03,,541.739465000000,3.44000,247.0,
7663,K06465.01,,4.247507140000,0.97000,1079.0,
7664,K06466.01,,1.000024889000,3.35800,3232.0,
7665,K06467.01,,0.878803898272,40.21170,1347.6,
7666,K06468.01,,1.560163487060,38.44010,1223.0,
7667,K06469.01,,34.188302471900,69.35000,660.0,
7668,K06470.01,,8.653076370000,2.00000,764.0,
7669,K06471.01,,8.653121380000,0.85000,493.1,
7670,K06472.01,,0.796812860000,1.96900,2958.0,
7671,K06473.01,,26.951266199000,68.90000,799.0,
7672,K06474.01,,18.112113102000,92.90000,1070.0,
7673,K06475.01,,4.845066660000,0.94800,503.7,
7674,K06476.01,,4.408302279000,21.39000,952.0,
7675,K06477.01,,8.665307775000,9.98000,1379.0,
7676,K06478.01,,4.726086057050,56.98000,1036.0,
7677,K06479.01,,8.643541301500,28.99000,787.0,
7678,K06480.01,,1.061005708000,0.96000,1794.0,
7679,K06481.01,,0.922037863900,16.75600,2209.0,
7680,K06482.01,,611.067040000000,1.88200,215.5,
7681,K06483.01,,24.714788662500,62.88300,706.0,
7682,K06484.01,,16.119139700000,1.39000,619.0,
7683,K06485.01,,3.632971869000,2.81200,2602.0,
7684,K06486.01,,1.161964056160,58.18640,2232.0,
7685,K06487.01,,0.607190538700,9.35470,1760.0,
7686,K06488.01,,1.174357980000,1.06500,3018.0,
7687,K06489.01,,14.056522600000,0.96000,822.0,
7688,K06490.01,,15.039466492000,44.60000,877.0,
7689,K06491.01,,3.693950567300,21.22200,1149.0,
7690,K06492.01,,1.056798780000,0.97000,1634.0,
7691,K06493.01,,0.787133109000,1.24000,1656.0,
7692,K06494.01,,2.150535246000,14.67000,4343.0,
7693,K06495.01,,0.561518930000,0.42400,2049.0,
7694,K06496.01,,1.787503900000,0.69000,1735.0,
7695,K06497.01,,1.775881140000,0.98620,1787.0,
7696,K06498.01,,5.462694418600,10.85900,1024.0,
7697,K06499.01,,3.589785030000,1.02000,1531.0,
7698,K06500.01,,1.373630550000,1.52200,2507.0,
7699,K06501.01,,1.009695880000,1.26900,2886.0,
7700,K06502.01,,1.060969801700,44.19000,1969.0,
7701,K06503.01,,2.735118600000,0.70400,1724.0,
7702,K06503.02,,1.365138390000,1.50900,2173.0,
7703,K06504.01,,1.061011650740,44.25500,999.4,
7704,K06505.01,,1.368401670000,3.91000,3671.0,
7705,K06506.01,,5.895062500000,0.89170,1002.0,
7706,K06507.01,,1.674761500000,2.81800,2895.0,
7707,K06508.01,,1.039363949000,1.85700,2389.0,
7708,K06509.01,,2.311736470000,1.63100,3179.0,
7709,K06510.01,,2.072178884030,37.74430,1201.3,
7710,K06511.01,,27.122893600000,1.61000,594.0,
7711,K06512.01,,2.500312270000,0.60900,1486.0,
7712,K06513.01,,5.622359080000,1.19000,561.5,
7713,K06514.01,,1.256318060000,1.40500,3509.0,
7714,K06515.01,,21.142458446300,38.20200,672.0,
7715,K06516.01,,11.290190400000,0.93300,616.7,
7716,K06516.02,,28.247533000000,0.93000,454.3,
7717,K06517.01,,0.995181987000,0.22700,1622.0,
7718,K06518.01,,18.611966623000,61.15000,830.0,
7719,K06519.01,,0.732406619505,1.92410,3195.3,
7720,K06520.01,,2.954927690000,2.28800,2149.0,
7721,K06521.01,,0.562002210000,0.48800,2979.0,
7722,K06522.01,,3.215880590000,1.13080,1366.0,
7723,K06523.01,,1.547367300000,0.83000,1980.0,
7724,K06524.01,,12.851721496000,32.37000,782.0,
7725,K06525.01,,4.206222770000,0.82500,1345.0,
7726,K06526.01,,486.789620000000,9.95000,408.9,
7727,K06527.01,,0.530792496000,2.18200,3107.0,
7728,K06528.01,,0.568187745000,2.00000,2940.0,
7729,K06529.01,,1.009477900000,0.54800,1816.8,
7730,K06530.01,,0.910577952000,0.93000,3910.0,
7731,K06531.01,,1.042872380000,2.40000,1797.2,
7732,K06532.01,,0.813974350000,1.00000,1933.0,
7733,K06533.01,,6.126536760000,0.87800,1411.0,
7734,K06534.01,,0.720587722000,1.67000,3928.0,
7735,K06535.01,,0.950478036000,0.98100,4232.0,
7736,K06536.01,,5.579630470700,52.35000,1109.0,
7737,K06537.01,,21.378310490000,27.78640,460.4,
7738,K06538.01,,129.843431000000,1.34000,385.5,
7739,K06539.01,,0.541417744000,4.18000,3209.0,
7740,K06540.01,,0.550513990000,5.85000,3958.5,
7741,K06541.01,,2.404328233300,300.20000,4179.0,
7742,K06541.02,,0.938076535000,19.80000,5720.0,
7743,K06542.01,,0.886744298000,0.81100,2951.0,
7744,K06543.01,,0.756507686050,35.74220,2551.0,
7745,K06544.01,,10.845295709000,114.11000,1716.0,
7746,K06545.01,,32.456111366000,27.86000,391.6,
7747,K06546.01,,3.393975160000,1.08200,1307.0,
7748,K06547.01,,5.917069916530,17.15580,1005.8,
7749,K06548.01,,0.958871542410,44.96580,1744.0,
7750,K06549.01,,0.540246298000,1.25300,3249.0,
7751,K06550.01,,1.287964050000,0.75800,2078.0,
7752,K06551.01,,1.516348923000,1.37800,1687.0,
7753,K06552.01,,8.784633540830,96.39180,1535.2,
7754,K06553.01,,1.949699753410,33.51610,1717.0,
7755,K06554.01,,9.948719307000,6.88000,704.0,
7756,K06555.01,,1.728541510570,65.75810,2020.0,
7757,K06556.01,,3.735990427010,66.10420,2063.9,
7758,K06557.01,,6.634626040000,1.12700,1184.0,
7759,K06558.01,,12.424498300000,0.85000,606.5,
7760,K06559.01,,0.639719209531,34.10090,1505.2,
7761,K06560.01,,0.683964516000,0.64300,1204.1,
7762,K06561.01,,2.025576466550,40.79670,2102.0,
7763,K06562.01,,58.636578000000,1.16900,436.8,
7764,K06563.01,,20.282797760000,60.01400,1623.0,
7765,K06564.01,,4.931360052900,114.05300,1756.0,
7766,K06565.01,,4.331392762910,38.95920,1052.0,
7767,K06566.01,,345.184598780000,25.67000,256.9,
7768,K06567.01,,4.792019318000,118.25000,1528.0,
7769,K06568.01,,6.276440170000,0.79500,532.0,
7770,K06569.01,,3.115305671100,62.09000,1455.0,
7771,K06570.01,,16.216203000000,6.04000,1256.0,
7772,K06571.01,,12.423490700000,1.12900,1119.0,
7773,K06572.01,,12.428260600000,1.38700,907.0,
7774,K06573.01,,12.426447500000,1.27900,976.0,
7775,K06574.01,,0.618095878000,1.72900,1998.0,
7776,K06575.01,,1.069944700000,0.79000,1992.0,
7777,K06576.01,,10.217121396300,76.74500,994.0,
7778,K06577.01,,0.618084480000,0.39900,1855.0,
7779,K06578.01,,0.759747442000,19.93000,2007.0,
7780,K06579.01,,2.652796950000,1.24000,1271.0,
7781,K06580.01,,21.539266316500,52.73000,675.0,
7782,K06581.01,,5.270721307740,36.99260,693.6,
7783,K06582.01,,2.431404210000,1.17900,1422.0,
7784,K06583.01,,12.423578500000,1.26500,681.0,
7785,K06584.01,,12.425537700000,1.49660,823.0,
7786,K06585.01,,12.417543700000,7.10000,599.5,
7787,K06586.01,,12.425702000000,6.64200,1552.0,
7788,K06587.01,,12.425068200000,2.07560,755.0,
7789,K06588.01,,2.991884026000,40.80920,1494.0,
7790,K06589.01,,1.795283418100,35.00290,1643.0,
7791,K06590.01,,0.755087045000,0.47300,1965.0,
7792,K06591.01,,0.755065660000,0.16700,684.7,
7793,K06592.01,,1.519470110000,0.40800,1793.0,
7794,K06593.01,,0.759746416000,0.97700,2120.0,
7795,K06594.01,,5.082481324620,57.20480,1265.9,
7796,K06595.01,,1.025473715000,0.93900,2771.0,
7797,K06596.01,,1.025480041400,55.20000,2538.0,
7798,K06597.01,,74.985292554000,43.47000,424.8,
7799,K06598.01,,10.952103538100,4.43879,1313.5,
7800,K06599.01,,25.762133588000,39.63490,545.5,
7801,K06600.01,,2.705827860000,0.50500,1356.0,
7802,K06601.01,,17.992532800000,1.83000,748.0,
7803,K06602.01,,0.648772713913,9.18521,1714.3,
7804,K06603.01,,4.132512470400,65.06980,1629.0,
7805,K06604.01,,410.951840000000,66.70000,774.0,
7806,K06605.01,,74.390589000000,2.91000,767.0,
7807,K06606.01,,0.938901418136,88.80450,4282.8,
7808,K06607.01,,0.938942738000,1.04800,2474.0,
7809,K06608.01,,16.294214221600,43.85930,782.0,
7810,K06609.01,,11.025031691500,82.92800,1294.5,
7811,K06610.01,,315.077172000000,2.23000,247.8,
7812,K06611.01,,1.215926260000,3.19000,2804.0,
7813,K06612.01,,38.494050690000,98.20000,825.0,
7814,K06613.01,,4.182523840000,1.03900,1206.0,
7815,K06614.01,,0.643007845000,3.04600,2189.0,
7816,K06615.01,,1.951160210000,0.50100,1050.0,
7817,K06616.01,,53.220430251000,29.41530,528.0,
7818,K06617.01,,8.001819880000,0.89500,865.0,
7819,K06618.01,,8.604016370000,1.19000,947.0,
7820,K06619.01,,1.330226587000,5.48000,1635.0,
7821,K06620.01,,1.140135150000,1.19300,2609.0,
7822,K06621.01,,7.946384978400,36.19000,629.0,
7823,K06622.01,,16.832079013600,23.95040,821.0,
7824,K06623.01,,7.346159275900,44.63000,838.0,
7825,K06624.01,,26.240332700000,1.19000,584.0,
7826,K06625.01,,10.738375627000,5.96730,981.0,
7827,K06626.01,,9.459992663940,57.03600,770.0,
7828,K06627.01,,1.208518522400,9.19300,1283.0,
7829,K06628.01,,3.791874580550,43.73000,1009.0,
7830,K06629.01,,17.844321068500,103.03000,875.0,
7831,K06630.01,,34.649198600000,2.36800,715.0,
7832,K06631.01,,2.562745970000,0.85500,1504.0,
7833,K06632.01,,12.643305291900,39.83800,442.8,
7834,K06633.01,,1.362973860000,2.21000,2631.0,
7835,K06634.01,,3.343491960000,1.00000,1734.0,
7836,K06635.01,,0.527407871000,0.55400,1029.9,
7837,K06636.01,,0.905693794000,0.74700,1902.0,
7838,K06637.01,,0.905637060000,0.64900,1469.0,
7839,K06639.01,,0.790062186435,41.92460,2559.3,
7840,K06640.01,,1.804598443800,46.44240,1726.0,
7841,K06641.01,,1.400888260000,0.97000,1764.0,
7842,K06642.01,,1.140719320000,0.74200,3191.0,
7843,K06643.01,,3.319878010000,0.78000,1276.0,
7844,K06644.01,,25.150784010000,34.71500,686.0,
7845,K06645.01,,7.216433267000,15.01000,2122.0,
7846,K06646.01,,7.135658070000,1.44000,751.6,
7847,K06647.01,,12.591516385800,41.50200,644.5,
7848,K06648.01,,1.044391107340,1.67219,2746.2,
7849,K06649.01,,0.977045000000,0.78300,2874.0,
7850,K06650.01,,5.407157329360,111.73000,1985.0,
7851,K06651.01,,30.971770031000,48.28200,521.0,
7852,K06652.01,,5.063156783230,18.39500,908.2,
7853,K06653.01,,28.268456700000,1.11000,526.0,
7854,K06654.01,,0.957468975000,2.09000,2139.0,
7855,K06655.01,,1.559300193500,133.02000,2293.0,
7856,K06656.01,,0.576282430000,1.06000,3399.0,
7857,K06657.01,,1.603761730000,0.73800,2090.0,
7858,K06658.01,,2.313374389220,16.06800,1185.0,
7859,K06659.01,,76.018122880000,64.60600,652.0,
7860,K06660.01,,0.828839440000,0.88800,4373.0,
7861,K06661.01,,0.573002007000,1.83800,2378.0,
7862,K06662.01,,0.643162324000,3.33000,2193.0,
7863,K06663.01,,14.086782554000,65.51860,1197.0,
7864,K06664.01,,14.763870600000,1.04000,637.7,
7865,K06665.01,,1.872623180000,2.85700,1550.0,
7866,K06666.01,,1.118497070000,0.68700,1683.0,
7867,K06667.01,,17.527972651800,39.80380,567.1,
7868,K06668.01,,27.467227048000,31.01000,527.0,
7869,K06669.01,,25.836830624000,46.84000,587.0,
7870,K06670.01,,0.948990210000,0.96700,2502.0,
7871,K06671.01,,11.702204023100,23.02500,810.0,
7872,K06672.01,,2.284932940000,1.01100,1183.0,
7873,K06673.01,,3.722836655720,28.56170,1731.7,
7874,K06674.01,,1.245335795300,98.64880,3887.6,
7875,K06675.01,,0.604745538000,0.86800,1618.7,
7876,K06676.01,,439.247916000000,1.79000,265.9,
7877,K06677.01,,8.144136290700,56.88910,1492.0,
7878,K06678.01,,4.200207825900,73.30000,1738.0,
7879,K06679.01,,6.091955482400,26.83400,1037.0,
7880,K06680.01,,5.524973720000,0.91100,1134.0,
7881,K06681.01,,485.528580000000,10.50000,191.0,
7882,K06682.01,,0.766478980800,35.05000,1628.0,
7883,K06683.01,,5.243907500000,0.79000,1063.0,
7884,K06684.01,,5.243554860000,0.94800,1059.0,
7885,K06685.01,,5.243815890000,0.73300,743.6,
7886,K06686.01,,1.253335000000,0.70500,1891.0,
7887,K06687.01,,1.002575780000,0.80400,1391.2,
7888,K06688.01,,1.620811132350,35.19620,1734.0,
7889,K06689.01,,3.371153330000,1.06000,1291.0,
7890,K06690.01,,5.243205800000,0.83000,831.8,
7891,K06691.01,,5.243825880000,0.79600,777.0,
7892,K06692.01,,5.244065100000,0.78000,1056.0,
7893,K06693.01,,5.244298900000,0.46100,1054.0,
7894,K06694.01,,5.243865640000,0.98000,1246.0,
7895,K06695.01,,3.779030960000,0.39600,860.0,
7896,K06696.01,,1.889853888080,16.75600,1221.3,
7897,K06697.01,,82.970622000000,3.35000,653.0,
7898,K06698.01,,5.219881198000,5.54200,596.5,
7899,K06699.01,,2.498944800000,1.56000,1259.0,
7900,K06700.01,,1.995626630000,1.14300,2580.0,
7901,K06701.01,,0.898780249000,0.44040,2276.0,
7902,K06702.01,,16.434353856600,28.44220,790.0,
7903,K06703.01,,2.158372611700,54.87760,1830.0,
7904,K06704.01,,359.430510000000,90.70000,490.9,
7905,K06705.01,,0.995073621000,0.09080,509.0,
7906,K06706.01,,534.849400000000,3.62000,328.2,
7907,K06707.01,,43.534831200000,1.71000,448.2,
7908,K06708.01,,1.397861700000,0.36500,1317.0,
7909,K06709.01,,2.212698960000,0.45200,1529.0,
7910,K06710.01,,0.776974042510,19.71700,2084.0,
7911,K06711.01,,4.317701680000,1.12800,1206.0,
7912,K06712.01,,16.486796319200,28.19380,825.0,
7913,K06713.01,,5.776796170000,1.95000,1399.0,
7914,K06714.01,,20.148689129700,50.08740,631.5,
7915,K06715.01,,0.687775854800,25.65500,2098.0,
7916,K06716.01,,0.843627798590,31.11420,1554.0,
7917,K06717.01,,1.142960473940,43.84700,1293.8,
7918,K06718.01,,7.217009784900,49.07300,1097.0,
7919,K06719.01,,1.752438266000,0.93800,1457.0,
7920,K06720.01,,1.752413520000,0.65000,1552.0,
7921,K06721.01,,8.279222280000,1.08000,815.0,
7922,K06722.01,,2.212876608040,53.18790,1507.8,
7923,K06723.01,,0.845123339000,0.83000,1602.0,
7924,K06724.01,,17.445829775100,36.53720,671.9,
7925,K06725.01,,14.313157066300,16.54800,889.0,
7926,K06726.01,,0.676986807000,14.03700,1916.0,
7927,K06727.01,,0.515875396000,1.77500,3189.0,
7928,K06728.01,,1.195509036930,54.56140,1717.2,
7929,K06729.01,,1.995701978450,38.45200,1409.3,
7930,K06730.01,,10.768370046000,59.87950,970.0,
7931,K06731.01,,3.846157950000,1.41600,1199.0,
7932,K06732.01,,0.733677760000,0.67600,2602.0,
7933,K06733.01,,1.289392590000,0.61800,1986.0,
7934,K06734.01,,498.276210000000,2.77000,214.5,
7935,K06735.01,,5.088408342730,56.00100,947.0,
7936,K06736.01,,18.527824539200,35.46270,828.0,
7937,K06737.01,,10.819122807400,54.07030,850.6,
7938,K06738.01,,2.680516078050,49.40270,1432.0,
7939,K06739.01,,19.163899900000,1.10000,518.2,
7940,K06740.01,,1.053574819900,6.25300,1769.0,
7941,K06741.01,,0.970092344000,11.99000,4496.0,
7942,K06742.01,,63.520223530000,29.93920,520.0,
7943,K06743.01,,5.650498976800,78.06700,1157.0,
7944,K06744.01,,0.920948208000,0.55700,3296.0,
7945,K06745.01,,383.846200000000,3.20700,313.7,
7946,K06746.01,,2.564406509000,4.40000,1720.0,
7947,K06747.01,,0.715381717000,1.16600,2362.0,
7948,K06748.01,,2.264468861440,82.41900,2104.0,
7949,K06749.01,,18.360067600000,2.03000,637.0,
7950,K06750.01,,5.213891350000,0.94000,1087.0,
7951,K06751.01,,24.995405000000,2.85000,707.0,
7952,K06751.02,,0.698456210000,2.12000,2330.0,
7953,K06752.01,,8.942891310000,0.98000,536.1,
7954,K06753.01,,72.274198000000,14.77000,984.0,
7955,K06754.01,,23.832165827700,54.56140,623.1,
7956,K06755.01,,1.428747200000,0.80400,1738.0,
7957,K06756.01,,14.556742740000,1.34000,784.0,
7958,K06757.01,,1.106547705800,37.90020,1782.0,
7959,K06758.01,,0.721622169070,32.87900,1604.0,
7960,K06759.01,,371.709657000000,2.61000,249.4,
7961,K06760.01,,10.815889976700,26.01440,976.0,
7962,K06761.01,,1.267684660070,59.66440,1607.0,
7963,K06762.01,,15.081724400000,0.99400,758.0,
7964,K06763.01,,2.446976280000,0.45400,1325.0,
7965,K06764.01,,3.501398854090,71.85730,1557.9,
7966,K06765.01,,13.055954000000,1.18000,814.0,
7967,K06766.01,,0.854546335000,0.44200,1929.0,
7968,K06767.01,,30.129518062300,45.12050,763.8,
7969,K06768.01,,7.044131500000,0.72800,1245.0,
7970,K06769.01,,9.122088228600,45.37300,973.0,
7971,K06770.01,,0.528795635000,0.78200,2912.0,
7972,K06771.01,,0.700599100000,0.64800,2529.0,
7973,K06772.01,,9.469190301700,49.43110,1679.0,
7974,K06773.01,,15.537534907900,41.03330,694.0,
7975,K06774.01,,17.381622404000,26.87590,756.0,
7976,K06775.01,,2.172034216100,94.94700,2625.0,
7977,K06776.01,,28.654810800000,1.69000,670.0,
7978,K06777.01,,13.444966430000,1.20000,606.3,
7979,K06778.01,,10.882424191600,68.71000,912.0,
7980,K06779.01,,1.926353134830,41.46670,1204.0,
7981,K06780.01,,2.325153679000,1.53070,3739.0,
7982,K06781.01,,14.590923000000,1.04000,622.0,
7983,K06782.01,,40.877883952300,99.20380,915.7,
7984,K06783.01,,11.849761200000,1.26000,802.0,
7985,K06784.01,,36.758346237800,49.06330,575.0,
7986,K06785.01,,0.536852070000,1.26000,2645.0,
7987,K06786.01,,455.634615000000,3.06000,228.3,
7988,K06787.01,,1.574059574220,7.17084,1619.4,
7989,K06788.01,,2.519968430000,0.89000,1218.0,
7990,K06789.01,,3.867618968110,57.07120,1203.5,
7991,K06790.01,,0.733726953000,0.81000,1871.0,
7992,K06791.01,,36.473043096600,33.99980,469.0,
7993,K06792.01,,4.238855563000,29.83000,1045.0,
7994,K06793.01,,3.626565700000,0.83800,1014.0,
7995,K06794.01,,1.170275020000,0.65000,3272.0,
7996,K06795.01,,2.613690252570,56.98600,1281.0,
7997,K06796.01,,40.877923100000,2.00000,533.0,
7998,K06797.01,,0.566812055000,0.90800,1893.0,
7999,K06798.01,,2.641883905000,3.01000,2104.0,
8000,K06799.01,,0.634944147982,36.47940,1476.5,
8001,K06800.01,,2.538907322200,27.47000,1657.0,
8002,K06801.01,,2.003843410000,0.76000,1518.0,
8003,K06802.01,,5.321228275500,29.45300,958.0,
8004,K06803.01,,2.340567256000,86.12000,1581.0,
8005,K06804.01,,0.566768430000,0.31570,2202.0,
8006,K06805.01,,0.566762720000,0.54000,2045.0,
8007,K06806.01,,0.566753630000,0.46300,2074.0,
8008,K06807.01,,0.566792712000,0.55200,1179.9,
8009,K06808.01,,0.566748930000,0.61900,2059.0,
8010,K06809.01,,0.566813089000,0.56100,1657.0,
8011,K06810.01,,0.566792609000,0.72530,3150.0,
8012,K06811.01,,0.566816480000,0.69200,1891.0,
8013,K06812.01,,0.566784970000,0.27480,2359.0,
8014,K06813.01,,2.196459200000,0.75000,1193.0,
8015,K06814.01,,2.196347022660,33.60090,1793.7,
8016,K06815.01,,26.718436182000,57.01000,727.0,
8017,K06816.01,,0.615775930000,2.36800,3889.0,
8018,K06817.01,,548.072000000000,2.73000,222.7,
8019,K06818.01,,2.213970537920,48.68240,1892.0,
8020,K06819.01,,3.226185110000,0.67800,1621.0,
8021,K06820.01,,20.726066541600,46.21000,657.0,
8022,K06821.01,,0.566789750000,0.43200,2449.0,
8023,K06822.01,,0.566722080000,0.78000,2445.0,
8024,K06823.01,,0.566762490000,0.65500,2261.0,
8025,K06824.01,,0.566796104000,1.44700,2151.0,
8026,K06825.01,,0.566772340000,0.81900,2432.0,
8027,K06826.01,,0.566828730000,1.00900,2289.0,
8028,K06827.01,,0.566788258694,3.52200,2380.2,
8029,K06828.01,,0.566762720000,0.75000,2027.0,
8030,K06829.01,,0.566777850000,1.01100,2271.0,
8031,K06830.01,,1.585688513700,33.44300,1649.0,
8032,K06831.01,,14.797074599700,45.60610,787.6,
8033,K06832.01,,6.490661997000,38.16000,621.7,
8034,K06833.01,,3.559397772100,20.13340,1039.0,
8035,K06834.01,,6.994954500000,102.80000,4299.0,
8036,K06835.01,,22.500534400000,0.81000,755.0,
8037,K06836.01,,2.253535077970,109.64000,2056.0,
8038,K06837.01,,17.996466815600,95.24000,1005.0,
8039,K06838.01,,1.386238944320,31.66600,2149.0,
8040,K06839.01,,0.534844830000,0.54500,750.4,
8041,K06840.01,,0.566806226000,1.03300,1910.0,
8042,K06841.01,,0.566812623000,0.55200,2255.0,
8043,K06842.01,,14.665767595000,54.67050,712.5,
8044,K06843.01,,0.566788036000,1.05400,2205.0,
8045,K06844.01,,0.566774602000,0.68400,2041.0,
8046,K06845.01,,2.245714192920,24.96680,1719.3,
8047,K06846.01,,2.245687010000,0.76200,1475.0,
8048,K06847.01,,0.566818217000,0.30400,1344.7,
8049,K06848.01,,2.316171807410,50.22100,1292.0,
8050,K06849.01,,12.544787890000,1.43600,735.0,
8051,K06850.01,,0.566802075000,0.36000,1136.6,
8052,K06851.01,,0.566801198655,2.81412,1914.0,
8053,K06852.01,,0.566814143642,4.87981,2313.7,
8054,K06853.01,,2.833818610000,1.23000,1382.0,
8055,K06854.01,,0.566771974000,0.60600,1344.6,
8056,K06855.01,,0.566811184000,21.84000,10218.0,
8057,K06856.01,,0.566772175000,0.71000,1648.0,
8058,K06857.01,,0.566773107000,1.09400,1992.0,
8059,K06858.01,,0.566800975000,0.92500,1809.0,
8060,K06859.01,,0.566794980000,1.07600,3112.0,
8061,K06860.01,,0.576737788000,0.41500,1398.0,
8062,K06861.01,,12.155242389400,35.39900,788.0,
8063,K06862.01,,11.049571390000,0.88000,738.0,
8064,K06863.01,,4.485574434000,0.93700,368.5,
8065,K06864.01,,0.566796010000,0.43300,1983.0,
8066,K06865.01,,0.566778090000,0.67700,2294.0,
8067,K06866.01,,2.525520796100,50.51200,1702.0,
8068,K06867.01,,0.566808324000,0.66600,2874.0,
8069,K06868.01,,0.566801040000,0.72900,2454.0,
8070,K06869.01,,2.182511544600,88.18000,2704.0,
8071,K06870.01,,2.659420122370,60.75200,1352.0,
8072,K06871.01,,2.316037070000,0.64700,1559.0,
8073,K06872.01,,13.516459500000,0.91000,645.0,
8074,K06873.01,,0.948674098000,1.11600,1665.0,
8075,K06874.01,,1.655400710000,0.87000,1331.0,
8076,K06875.01,,1.655467911770,107.90800,2546.0,
8077,K06876.01,,4.501157170000,1.50280,1440.0,
8078,K06877.01,,281.543700000000,168.00000,671.7,
8079,K06878.01,,2.405543890000,0.96100,1175.0,
8080,K06879.01,,3.258250667200,7.55700,1720.0,
8081,K06880.01,,552.829965779000,46.24220,229.1,
8082,K06881.01,,0.773604560000,0.61700,1977.0,
8083,K06882.01,,0.773386240000,1.82000,2475.0,
8084,K06883.01,,533.654620000000,1.89000,205.5,
8085,K06884.01,,2.421868980000,1.03700,1710.0,
8086,K06885.01,,44.827325947000,274.07000,780.0,
8087,K06886.01,,4.176082150000,0.89900,1687.0,
8088,K06887.01,,0.622288620000,0.64000,2033.0,
8089,K06888.01,,23.392406300000,0.82000,702.0,
8090,K06889.01,,75.907110000000,0.72900,507.4,
8091,K06890.01,,2.158856340000,0.70700,1132.0,
8092,K06891.01,,4.608902444400,52.41300,1015.0,
8093,K06892.01,,17.580578700000,1.23000,729.0,
8094,K06893.01,,3.326193694290,15.01630,521.9,
8095,K06894.01,,3.186737101900,19.54600,1473.0,
8096,K06895.01,,1.075568127280,60.97100,2095.0,
8097,K06896.01,,0.811391091000,6.55000,4570.0,
8098,K06897.01,,14.649361800000,0.95000,574.1,
8099,K06898.01,,321.008390000000,3.33000,351.0,
8100,K06899.01,,27.819207600000,62.00000,610.0,
8101,K06900.01,,4.233859660600,36.32000,1061.0,
8102,K06901.01,,24.704084500000,38.00000,468.8,
8103,K06902.01,,0.705173053900,20.57000,751.1,
8104,K06903.01,,38.058062496700,49.97110,762.4,
8105,K06904.01,,26.155775300000,1.48000,501.4,
8106,K06905.01,,4.800202709280,41.03020,938.0,
8107,K06906.01,,1.743422700000,6.16000,2028.0,
8108,K06907.01,,4.606966700000,1.42000,865.7,
8109,K06908.01,,1.507023450810,45.53380,2366.7,
8110,K06909.01,,0.758354038000,3.82000,1786.0,
8111,K06910.01,,0.772586080000,0.72100,1061.2,
8112,K06911.01,,0.843388686000,0.45100,1941.0,
8113,K06912.01,,17.042154253000,25.09870,760.0,
8114,K06913.01,,0.874212970000,2.94000,6177.0,
8115,K06913.02,,1.751735890000,4.64700,4900.0,
8116,K06914.01,,0.608863947500,11.57000,3653.0,
8117,K06915.01,,4.435280980000,1.16000,1026.0,
8118,K06916.01,,0.885126550000,1.20000,1659.0,
8119,K06917.01,,1.734224107500,38.30210,1114.7,
8120,K06918.01,,0.902390238000,1.43100,1691.0,
8121,K06919.01,,8.799864280000,1.16000,577.1,
8122,K06920.01,,4.292600417100,62.56000,1323.0,
8123,K06921.01,,6.877710750000,1.19500,1080.0,
